,filename,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14
8270,13497037,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3460,16248536,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5714,17286756,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3884,17492981,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1427,20493072,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3768,21017803,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10561,21608255,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8620,21739700,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9774,22522817,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3569,22842907,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4426,22873923,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9017,23410169,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2456,23559413,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8258,23669613,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1345,24019665,0,0,0,1,0,0,0,0,0,0,0,0,0,0
999,24198583,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10675,24934596,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9489,24975889,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5599,24988352,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7616,25385983,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8614,25764696,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1696,25915486,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8966,25989098,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7531,26192726,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3543,26298862,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7941,26351852,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6378,27192782,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9977,27247809,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5408,27539277,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9163,27649619,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5500,28309968,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5633,28480708,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1072,28486891,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2781,28743686,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1096,28771245,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8069,28773947,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7202,29337439,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9133,29797634,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8302,29806669,0,0,0,1,0,0,0,0,0,0,0,0,0,0
371,29944526,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9628,29960717,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3720,30113459,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8185,30389498,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5810,30432130,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123,30837737,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1982,30960318,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3655,31065142,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6443,31215400,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8332,31233935,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10278,31302253,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1807,31310714,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1107,31421998,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6354,31423855,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4705,31489279,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8457,31648779,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1397,31809723,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1352,31927425,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2965,31976025,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1716,32081903,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3761,32228226,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7986,32248913,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6506,32265449,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9582,32278523,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6025,32311095,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2153,32390320,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2220,32424353,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8882,32504307,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4319,32612163,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3804,32621988,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7747,32870493,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9779,32986826,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5899,32992412,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10048,33096540,0,0,0,1,0,0,0,0,0,0,0,0,0,0
980,33230044,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6542,33284549,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5092,33326642,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4571,33334906,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4072,33542990,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7596,33833287,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5193,33841221,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8784,33922104,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4991,33935760,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9192,34000620,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2145,34085584,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10707,34195760,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2343,34216989,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8801,34220614,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10645,34224517,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3321,34328961,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9400,34359317,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9658,34416887,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8792,34427446,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1773,34432695,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2239,34484096,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3503,34505670,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3097,34643258,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3926,34833992,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1896,34862588,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6258,34912015,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9771,34921903,0,0,0,1,0,0,0,0,0,0,0,0,0,0
263,34999463,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3636,35068813,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5158,35330345,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10375,35352971,0,0,0,1,0,0,0,0,0,0,0,0,0,0
