,filename,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13
55527,1000ch_whale_21,0,0,0,0,0,0,0,0,0,0,1,0,0
25356,AlduinApp_alduin_11,0,0,0,0,0,0,0,0,0,0,1,0,0
73674,Atraci_Atraci_279,0,0,0,0,0,0,0,0,0,0,1,0,0
74400,Automattic_simplenote-electron_364,0,0,0,0,0,0,0,0,0,0,1,0,0
5951,BoostIO_Boostnote_2211,0,0,0,0,0,0,0,0,0,0,1,0,0
28239,BoostIO_Boostnote_2500,0,0,0,0,0,0,0,0,0,0,1,0,0
77777,BoostIO_Boostnote_2557,0,0,0,0,0,0,0,0,0,0,1,0,0
227,BoostIO_Boostnote_2574,0,0,0,0,0,0,0,0,0,0,1,0,0
63447,BoostIO_Boostnote_2876,0,0,0,0,0,0,0,0,0,0,1,0,0
73611,BoostIO_Boostnote_2967,0,0,0,0,0,0,0,0,0,0,1,0,0
35196,BoostIO_Boostnote_79,0,0,0,0,0,0,0,0,0,0,1,0,0
49057,BoostIO_Boostnote_965,0,0,0,0,0,0,0,0,0,0,1,0,0
51662,BoostIO_Boostnote_967,0,0,0,0,0,0,0,0,0,0,1,0,0
9752,Dyalog_ride_44,0,0,0,0,0,0,0,0,0,0,1,0,0
25894,Eugeny_terminus_1183,0,0,0,0,0,0,0,0,0,0,1,0,0
73811,Eugeny_terminus_804,0,0,0,0,0,0,0,0,0,0,1,0,0
34747,Eugeny_terminus_843,0,0,0,0,0,0,0,0,0,0,1,0,0
52821,Foundry376_Mailspring_102,0,0,0,0,0,0,0,0,0,0,1,0,0
58655,Foundry376_Mailspring_112,0,0,0,0,0,0,0,0,0,0,1,0,0
10546,Foundry376_Mailspring_1189,0,0,0,0,0,0,0,0,0,0,1,0,0
58866,Foundry376_Mailspring_1253,0,0,0,0,0,0,0,0,0,0,1,0,0
36710,Foundry376_Mailspring_1266,0,0,0,0,0,0,0,0,0,0,1,0,0
72300,Foundry376_Mailspring_1381,0,0,0,0,0,0,0,0,0,0,1,0,0
60898,Foundry376_Mailspring_1441,0,0,0,0,0,0,0,0,0,0,1,0,0
87049,Foundry376_Mailspring_1596,0,0,0,0,0,0,0,0,0,0,1,0,0
17806,Foundry376_Mailspring_1830,0,0,0,0,0,0,0,0,0,0,1,0,0
3469,Foundry376_Mailspring_195,0,0,0,0,0,0,0,0,0,0,1,0,0
38278,Foundry376_Mailspring_292,0,0,0,0,0,0,0,0,0,0,1,0,0
13346,Foundry376_Mailspring_353,0,0,0,0,0,0,0,0,0,0,1,0,0
4165,Foundry376_Mailspring_397,0,0,0,0,0,0,0,0,0,0,1,0,0
88340,Foundry376_Mailspring_589,0,0,0,0,0,0,0,0,0,0,1,0,0
8163,Foundry376_Mailspring_626,0,0,0,0,0,0,0,0,0,0,1,0,0
31407,Foundry376_Mailspring_693,0,0,0,0,0,0,0,0,0,0,1,0,0
17344,Foundry376_Mailspring_740,0,0,0,0,0,0,0,0,0,0,1,0,0
84327,Foundry376_Mailspring_775,0,0,0,0,0,0,0,0,0,0,1,0,0
13404,Foundry376_Mailspring_804,0,0,0,0,0,0,0,0,0,0,1,0,0
74731,Foundry376_Mailspring_808,0,0,0,0,0,0,0,0,0,0,1,0,0
7890,Foundry376_Mailspring_829,0,0,0,0,0,0,0,0,0,0,1,0,0
54452,IrosTheBeggar_mStream_154,0,0,0,0,0,0,0,0,0,0,1,0,0
35297,IrosTheBeggar_mStream_165,0,0,0,0,0,0,0,0,0,0,1,0,0
22474,IrosTheBeggar_mStream_215,0,0,0,0,0,0,0,0,0,0,1,0,0
72436,IrosTheBeggar_mStream_242,0,0,0,0,0,0,0,0,0,0,1,0,0
37851,IrosTheBeggar_mStream_57,0,0,0,0,0,0,0,0,0,0,1,0,0
66609,KELiON_cerebro_116,0,0,0,0,0,0,0,0,0,0,1,0,0
21923,KELiON_cerebro_140,0,0,0,0,0,0,0,0,0,0,1,0,0
88613,KELiON_cerebro_149,0,0,0,0,0,0,0,0,0,0,1,0,0
10592,KELiON_cerebro_152,0,0,0,0,0,0,0,0,0,0,1,0,0
26621,KELiON_cerebro_324,0,0,0,0,0,0,0,0,0,0,1,0,0
