,filename,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13
30623,Automattic_simplenote-electron_642,0,0,0,1,0,0,0,0,0,0,0,0,0
33194,Automattic_simplenote-electron_723,0,0,0,1,0,0,0,0,0,0,0,0,0
5907,Automattic_simplenote-electron_972,0,0,0,1,0,0,0,0,0,0,0,0,0
54902,BoostIO_BoostNote.next_328,0,0,0,1,0,0,0,0,0,0,0,0,0
53817,BoostIO_Boostnote_1388,0,0,0,1,0,0,0,0,0,0,0,0,0
54429,BoostIO_Boostnote_1405,0,0,0,1,0,0,0,0,0,0,0,0,0
1847,BoostIO_Boostnote_1486,0,0,0,1,0,0,0,0,0,0,0,0,0
62562,BoostIO_Boostnote_1589,0,0,0,1,0,0,0,0,0,0,0,0,0
37920,BoostIO_Boostnote_1596,0,0,0,1,0,0,0,0,0,0,0,0,0
75833,BoostIO_Boostnote_1658,0,0,0,1,0,0,0,0,0,0,0,0,0
152,BoostIO_Boostnote_1733,0,0,0,1,0,0,0,0,0,0,0,0,0
9017,BoostIO_Boostnote_1889,0,0,0,1,0,0,0,0,0,0,0,0,0
38909,BoostIO_Boostnote_201,0,0,0,1,0,0,0,0,0,0,0,0,0
62207,BoostIO_Boostnote_2043,0,0,0,1,0,0,0,0,0,0,0,0,0
49996,BoostIO_Boostnote_2245,0,0,0,1,0,0,0,0,0,0,0,0,0
47910,BoostIO_Boostnote_2331,0,0,0,1,0,0,0,0,0,0,0,0,0
14678,BoostIO_Boostnote_2413,0,0,0,1,0,0,0,0,0,0,0,0,0
36931,BoostIO_Boostnote_2464,0,0,0,1,0,0,0,0,0,0,0,0,0
20143,BoostIO_Boostnote_3040,0,0,0,1,0,0,0,0,0,0,0,0,0
19009,BoostIO_Boostnote_3069,0,0,0,1,0,0,0,0,0,0,0,0,0
16644,BoostIO_Boostnote_3123,0,0,0,1,0,0,0,0,0,0,0,0,0
15906,BoostIO_Boostnote_3321,0,0,0,1,0,0,0,0,0,0,0,0,0
6866,BoostIO_Boostnote_3494,0,0,0,1,0,0,0,0,0,0,0,0,0
52529,BoostIO_Boostnote_350,0,0,0,1,0,0,0,0,0,0,0,0,0
81009,BoostIO_Boostnote_486,0,0,0,1,0,0,0,0,0,0,0,0,0
43303,BoostIO_Boostnote_53,0,0,0,1,0,0,0,0,0,0,0,0,0
7278,BoostIO_Boostnote_886,0,0,0,1,0,0,0,0,0,0,0,0,0
79355,BoostIO_Boostnote_929,0,0,0,1,0,0,0,0,0,0,0,0,0
38412,BoostIO_Boostnote_995,0,0,0,1,0,0,0,0,0,0,0,0,0
15186,DokiDokiModManager_Mod-Manager_128,0,0,0,1,0,0,0,0,0,0,0,0,0
82071,DokiDokiModManager_Mod-Manager_25,0,0,0,1,0,0,0,0,0,0,0,0,0
85328,DokiDokiModManager_Mod-Manager_27,0,0,0,1,0,0,0,0,0,0,0,0,0
24051,DokiDokiModManager_Mod-Manager_48,0,0,0,1,0,0,0,0,0,0,0,0,0
48896,DokiDokiModManager_Mod-Manager_54,0,0,0,1,0,0,0,0,0,0,0,0,0
68234,DokiDokiModManager_Mod-Manager_6,0,0,0,1,0,0,0,0,0,0,0,0,0
71282,DokiDokiModManager_Mod-Manager_7,0,0,0,1,0,0,0,0,0,0,0,0,0
6958,Dyalog_ride_109,0,0,0,1,0,0,0,0,0,0,0,0,0
73668,Dyalog_ride_114,0,0,0,1,0,0,0,0,0,0,0,0,0
62694,Dyalog_ride_171,0,0,0,1,0,0,0,0,0,0,0,0,0
28772,Dyalog_ride_181,0,0,0,1,0,0,0,0,0,0,0,0,0
66316,Dyalog_ride_400,0,0,0,1,0,0,0,0,0,0,0,0,0
11453,Dyalog_ride_483,0,0,0,1,0,0,0,0,0,0,0,0,0
83675,Dyalog_ride_489,0,0,0,1,0,0,0,0,0,0,0,0,0
86428,Dyalog_ride_516,0,0,0,1,0,0,0,0,0,0,0,0,0
71011,Dyalog_ride_66,0,0,0,1,0,0,0,0,0,0,0,0,0
14765,Dyalog_ride_96,0,0,0,1,0,0,0,0,0,0,0,0,0
3925,Eugeny_terminus_1123,0,0,0,1,0,0,0,0,0,0,0,0,0
5785,Eugeny_terminus_1519,0,0,0,1,0,0,0,0,0,0,0,0,0
45006,Eugeny_terminus_1570,0,0,0,1,0,0,0,0,0,0,0,0,0
57528,Eugeny_terminus_1628,0,0,0,1,0,0,0,0,0,0,0,0,0
4010,Eugeny_terminus_1651,0,0,0,1,0,0,0,0,0,0,0,0,0
17943,Eugeny_terminus_189,0,0,0,1,0,0,0,0,0,0,0,0,0
83464,Eugeny_terminus_2021,0,0,0,1,0,0,0,0,0,0,0,0,0
64650,Eugeny_terminus_2121,0,0,0,1,0,0,0,0,0,0,0,0,0
80379,Eugeny_terminus_236,0,0,0,1,0,0,0,0,0,0,0,0,0
52556,Eugeny_terminus_244,0,0,0,1,0,0,0,0,0,0,0,0,0
66630,Eugeny_terminus_323,0,0,0,1,0,0,0,0,0,0,0,0,0
5918,Eugeny_terminus_428,0,0,0,1,0,0,0,0,0,0,0,0,0
28689,Eugeny_terminus_488,0,0,0,1,0,0,0,0,0,0,0,0,0
4910,Eugeny_terminus_614,0,0,0,1,0,0,0,0,0,0,0,0,0
26503,Eugeny_terminus_717,0,0,0,1,0,0,0,0,0,0,0,0,0
80061,Eugeny_terminus_791,0,0,0,1,0,0,0,0,0,0,0,0,0
18737,Foundry376_Mailspring_1005,0,0,0,1,0,0,0,0,0,0,0,0,0
7717,Foundry376_Mailspring_1017,0,0,0,1,0,0,0,0,0,0,0,0,0
76188,Foundry376_Mailspring_1023,0,0,0,1,0,0,0,0,0,0,0,0,0
81852,Foundry376_Mailspring_1026,0,0,0,1,0,0,0,0,0,0,0,0,0
74574,Foundry376_Mailspring_1036,0,0,0,1,0,0,0,0,0,0,0,0,0
20362,Foundry376_Mailspring_1038,0,0,0,1,0,0,0,0,0,0,0,0,0
48302,Foundry376_Mailspring_1057,0,0,0,1,0,0,0,0,0,0,0,0,0
24348,Foundry376_Mailspring_1077,0,0,0,1,0,0,0,0,0,0,0,0,0
62904,Foundry376_Mailspring_1084,0,0,0,1,0,0,0,0,0,0,0,0,0
38089,Foundry376_Mailspring_1110,0,0,0,1,0,0,0,0,0,0,0,0,0
46087,Foundry376_Mailspring_1136,0,0,0,1,0,0,0,0,0,0,0,0,0
34967,Foundry376_Mailspring_1139,0,0,0,1,0,0,0,0,0,0,0,0,0
68224,Foundry376_Mailspring_1141,0,0,0,1,0,0,0,0,0,0,0,0,0
76778,Foundry376_Mailspring_1143,0,0,0,1,0,0,0,0,0,0,0,0,0
84860,Foundry376_Mailspring_1150,0,0,0,1,0,0,0,0,0,0,0,0,0
53289,Foundry376_Mailspring_117,0,0,0,1,0,0,0,0,0,0,0,0,0
18016,Foundry376_Mailspring_1171,0,0,0,1,0,0,0,0,0,0,0,0,0
8300,Foundry376_Mailspring_1201,0,0,0,1,0,0,0,0,0,0,0,0,0
14383,Foundry376_Mailspring_1205,0,0,0,1,0,0,0,0,0,0,0,0,0
8529,Foundry376_Mailspring_1214,0,0,0,1,0,0,0,0,0,0,0,0,0
75478,Foundry376_Mailspring_1221,0,0,0,1,0,0,0,0,0,0,0,0,0
80660,Foundry376_Mailspring_1231,0,0,0,1,0,0,0,0,0,0,0,0,0
13937,Foundry376_Mailspring_1238,0,0,0,1,0,0,0,0,0,0,0,0,0
42013,Foundry376_Mailspring_1259,0,0,0,1,0,0,0,0,0,0,0,0,0
47850,Foundry376_Mailspring_1269,0,0,0,1,0,0,0,0,0,0,0,0,0
33969,Foundry376_Mailspring_1313,0,0,0,1,0,0,0,0,0,0,0,0,0
23021,Foundry376_Mailspring_1315,0,0,0,1,0,0,0,0,0,0,0,0,0
28645,Foundry376_Mailspring_1316,0,0,0,1,0,0,0,0,0,0,0,0,0
33077,Foundry376_Mailspring_1317,0,0,0,1,0,0,0,0,0,0,0,0,0
56350,Foundry376_Mailspring_1326,0,0,0,1,0,0,0,0,0,0,0,0,0
78695,Foundry376_Mailspring_1379,0,0,0,1,0,0,0,0,0,0,0,0,0
176,Foundry376_Mailspring_1389,0,0,0,1,0,0,0,0,0,0,0,0,0
83632,Foundry376_Mailspring_1393,0,0,0,1,0,0,0,0,0,0,0,0,0
84317,Foundry376_Mailspring_1408,0,0,0,1,0,0,0,0,0,0,0,0,0
66598,Foundry376_Mailspring_1442,0,0,0,1,0,0,0,0,0,0,0,0,0
13947,Foundry376_Mailspring_145,0,0,0,1,0,0,0,0,0,0,0,0,0
49694,Foundry376_Mailspring_1453,0,0,0,1,0,0,0,0,0,0,0,0,0
19548,Foundry376_Mailspring_146,0,0,0,1,0,0,0,0,0,0,0,0,0
28713,Foundry376_Mailspring_1464,0,0,0,1,0,0,0,0,0,0,0,0,0
33009,Foundry376_Mailspring_1465,0,0,0,1,0,0,0,0,0,0,0,0,0
28607,Foundry376_Mailspring_1470,0,0,0,1,0,0,0,0,0,0,0,0,0
34029,Foundry376_Mailspring_1475,0,0,0,1,0,0,0,0,0,0,0,0,0
39623,Foundry376_Mailspring_1476,0,0,0,1,0,0,0,0,0,0,0,0,0
61509,Foundry376_Mailspring_1494,0,0,0,1,0,0,0,0,0,0,0,0,0
55960,Foundry376_Mailspring_1497,0,0,0,1,0,0,0,0,0,0,0,0,0
58951,Foundry376_Mailspring_1521,0,0,0,1,0,0,0,0,0,0,0,0,0
69759,Foundry376_Mailspring_1544,0,0,0,1,0,0,0,0,0,0,0,0,0
19445,Foundry376_Mailspring_1549,0,0,0,1,0,0,0,0,0,0,0,0,0
69909,Foundry376_Mailspring_1550,0,0,0,1,0,0,0,0,0,0,0,0,0
80685,Foundry376_Mailspring_1557,0,0,0,1,0,0,0,0,0,0,0,0,0
2729,Foundry376_Mailspring_1570,0,0,0,1,0,0,0,0,0,0,0,0,0
80599,Foundry376_Mailspring_158,0,0,0,1,0,0,0,0,0,0,0,0,0
80211,Foundry376_Mailspring_1580,0,0,0,1,0,0,0,0,0,0,0,0,0
75873,Foundry376_Mailspring_1584,0,0,0,1,0,0,0,0,0,0,0,0,0
13691,Foundry376_Mailspring_1589,0,0,0,1,0,0,0,0,0,0,0,0,0
7821,Foundry376_Mailspring_1598,0,0,0,1,0,0,0,0,0,0,0,0,0
75639,Foundry376_Mailspring_160,0,0,0,1,0,0,0,0,0,0,0,0,0
12436,Foundry376_Mailspring_1600,0,0,0,1,0,0,0,0,0,0,0,0,0
82431,Foundry376_Mailspring_1608,0,0,0,1,0,0,0,0,0,0,0,0,0
84807,Foundry376_Mailspring_1636,0,0,0,1,0,0,0,0,0,0,0,0,0
6868,Foundry376_Mailspring_1639,0,0,0,1,0,0,0,0,0,0,0,0,0
54517,Foundry376_Mailspring_1646,0,0,0,1,0,0,0,0,0,0,0,0,0
46083,Foundry376_Mailspring_1650,0,0,0,1,0,0,0,0,0,0,0,0,0
54622,Foundry376_Mailspring_1652,0,0,0,1,0,0,0,0,0,0,0,0,0
65804,Foundry376_Mailspring_1654,0,0,0,1,0,0,0,0,0,0,0,0,0
23519,Foundry376_Mailspring_1659,0,0,0,1,0,0,0,0,0,0,0,0,0
62765,Foundry376_Mailspring_1669,0,0,0,1,0,0,0,0,0,0,0,0,0
34695,Foundry376_Mailspring_1677,0,0,0,1,0,0,0,0,0,0,0,0,0
48245,Foundry376_Mailspring_1725,0,0,0,1,0,0,0,0,0,0,0,0,0
46719,Foundry376_Mailspring_1730,0,0,0,1,0,0,0,0,0,0,0,0,0
57737,Foundry376_Mailspring_1736,0,0,0,1,0,0,0,0,0,0,0,0,0
76183,Foundry376_Mailspring_1745,0,0,0,1,0,0,0,0,0,0,0,0,0
18711,Foundry376_Mailspring_1763,0,0,0,1,0,0,0,0,0,0,0,0,0
81627,Foundry376_Mailspring_1768,0,0,0,1,0,0,0,0,0,0,0,0,0
70042,Foundry376_Mailspring_177,0,0,0,1,0,0,0,0,0,0,0,0,0
9231,Foundry376_Mailspring_1770,0,0,0,1,0,0,0,0,0,0,0,0,0
7724,Foundry376_Mailspring_1771,0,0,0,1,0,0,0,0,0,0,0,0,0
76314,Foundry376_Mailspring_1779,0,0,0,1,0,0,0,0,0,0,0,0,0
87641,Foundry376_Mailspring_1780,0,0,0,1,0,0,0,0,0,0,0,0,0
68698,Foundry376_Mailspring_1784,0,0,0,1,0,0,0,0,0,0,0,0,0
4085,Foundry376_Mailspring_1798,0,0,0,1,0,0,0,0,0,0,0,0,0
20002,Foundry376_Mailspring_184,0,0,0,1,0,0,0,0,0,0,0,0,0
13635,Foundry376_Mailspring_192,0,0,0,1,0,0,0,0,0,0,0,0,0
68063,Foundry376_Mailspring_200,0,0,0,1,0,0,0,0,0,0,0,0,0
79464,Foundry376_Mailspring_206,0,0,0,1,0,0,0,0,0,0,0,0,0
85022,Foundry376_Mailspring_211,0,0,0,1,0,0,0,0,0,0,0,0,0
73626,Foundry376_Mailspring_217,0,0,0,1,0,0,0,0,0,0,0,0,0
17904,Foundry376_Mailspring_218,0,0,0,1,0,0,0,0,0,0,0,0,0
40484,Foundry376_Mailspring_247,0,0,0,1,0,0,0,0,0,0,0,0,0
54743,Foundry376_Mailspring_261,0,0,0,1,0,0,0,0,0,0,0,0,0
32829,Foundry376_Mailspring_283,0,0,0,1,0,0,0,0,0,0,0,0,0
29005,Foundry376_Mailspring_29,0,0,0,1,0,0,0,0,0,0,0,0,0
40162,Foundry376_Mailspring_290,0,0,0,1,0,0,0,0,0,0,0,0,0
59466,Foundry376_Mailspring_304,0,0,0,1,0,0,0,0,0,0,0,0,0
63360,Foundry376_Mailspring_312,0,0,0,1,0,0,0,0,0,0,0,0,0
26160,Foundry376_Mailspring_337,0,0,0,1,0,0,0,0,0,0,0,0,0
59664,Foundry376_Mailspring_338,0,0,0,1,0,0,0,0,0,0,0,0,0
14851,Foundry376_Mailspring_346,0,0,0,1,0,0,0,0,0,0,0,0,0
18762,Foundry376_Mailspring_350,0,0,0,1,0,0,0,0,0,0,0,0,0
87208,Foundry376_Mailspring_364,0,0,0,1,0,0,0,0,0,0,0,0,0
76229,Foundry376_Mailspring_376,0,0,0,1,0,0,0,0,0,0,0,0,0
74431,Foundry376_Mailspring_377,0,0,0,1,0,0,0,0,0,0,0,0,0
7123,Foundry376_Mailspring_381,0,0,0,1,0,0,0,0,0,0,0,0,0
20733,Foundry376_Mailspring_386,0,0,0,1,0,0,0,0,0,0,0,0,0
80108,Foundry376_Mailspring_400,0,0,0,1,0,0,0,0,0,0,0,0,0
85700,Foundry376_Mailspring_403,0,0,0,1,0,0,0,0,0,0,0,0,0
74452,Foundry376_Mailspring_411,0,0,0,1,0,0,0,0,0,0,0,0,0
3777,Foundry376_Mailspring_426,0,0,0,1,0,0,0,0,0,0,0,0,0
20435,Foundry376_Mailspring_437,0,0,0,1,0,0,0,0,0,0,0,0,0
31837,Foundry376_Mailspring_446,0,0,0,1,0,0,0,0,0,0,0,0,0
26225,Foundry376_Mailspring_451,0,0,0,1,0,0,0,0,0,0,0,0,0
42752,Foundry376_Mailspring_454,0,0,0,1,0,0,0,0,0,0,0,0,0
37147,Foundry376_Mailspring_457,0,0,0,1,0,0,0,0,0,0,0,0,0
40892,Foundry376_Mailspring_482,0,0,0,1,0,0,0,0,0,0,0,0,0
26465,Foundry376_Mailspring_486,0,0,0,1,0,0,0,0,0,0,0,0,0
57421,Foundry376_Mailspring_488,0,0,0,1,0,0,0,0,0,0,0,0,0
43093,Foundry376_Mailspring_497,0,0,0,1,0,0,0,0,0,0,0,0,0
49229,Foundry376_Mailspring_504,0,0,0,1,0,0,0,0,0,0,0,0,0
51461,Foundry376_Mailspring_506,0,0,0,1,0,0,0,0,0,0,0,0,0
43608,Foundry376_Mailspring_508,0,0,0,1,0,0,0,0,0,0,0,0,0
60143,Foundry376_Mailspring_516,0,0,0,1,0,0,0,0,0,0,0,0,0
79021,Foundry376_Mailspring_52,0,0,0,1,0,0,0,0,0,0,0,0,0
26974,Foundry376_Mailspring_525,0,0,0,1,0,0,0,0,0,0,0,0,0
4460,Foundry376_Mailspring_552,0,0,0,1,0,0,0,0,0,0,0,0,0
87991,Foundry376_Mailspring_562,0,0,0,1,0,0,0,0,0,0,0,0,0
82447,Foundry376_Mailspring_575,0,0,0,1,0,0,0,0,0,0,0,0,0
12236,Foundry376_Mailspring_582,0,0,0,1,0,0,0,0,0,0,0,0,0
10444,Foundry376_Mailspring_586,0,0,0,1,0,0,0,0,0,0,0,0,0
4786,Foundry376_Mailspring_591,0,0,0,1,0,0,0,0,0,0,0,0,0
4865,Foundry376_Mailspring_60,0,0,0,1,0,0,0,0,0,0,0,0,0
714,Foundry376_Mailspring_61,0,0,0,1,0,0,0,0,0,0,0,0,0
70074,Foundry376_Mailspring_611,0,0,0,1,0,0,0,0,0,0,0,0,0
80880,Foundry376_Mailspring_616,0,0,0,1,0,0,0,0,0,0,0,0,0
80973,Foundry376_Mailspring_617,0,0,0,1,0,0,0,0,0,0,0,0,0
3018,Foundry376_Mailspring_624,0,0,0,1,0,0,0,0,0,0,0,0,0
2526,Foundry376_Mailspring_631,0,0,0,1,0,0,0,0,0,0,0,0,0
41839,Foundry376_Mailspring_657,0,0,0,1,0,0,0,0,0,0,0,0,0
52945,Foundry376_Mailspring_658,0,0,0,1,0,0,0,0,0,0,0,0,0
64207,Foundry376_Mailspring_663,0,0,0,1,0,0,0,0,0,0,0,0,0
47752,Foundry376_Mailspring_666,0,0,0,1,0,0,0,0,0,0,0,0,0
58526,Foundry376_Mailspring_675,0,0,0,1,0,0,0,0,0,0,0,0,0
64036,Foundry376_Mailspring_676,0,0,0,1,0,0,0,0,0,0,0,0,0
24678,Foundry376_Mailspring_685,0,0,0,1,0,0,0,0,0,0,0,0,0
24520,Foundry376_Mailspring_691,0,0,0,1,0,0,0,0,0,0,0,0,0
61961,Foundry376_Mailspring_702,0,0,0,1,0,0,0,0,0,0,0,0,0
38794,Foundry376_Mailspring_709,0,0,0,1,0,0,0,0,0,0,0,0,0
55461,Foundry376_Mailspring_711,0,0,0,1,0,0,0,0,0,0,0,0,0
39768,Foundry376_Mailspring_723,0,0,0,1,0,0,0,0,0,0,0,0,0
22770,Foundry376_Mailspring_726,0,0,0,1,0,0,0,0,0,0,0,0,0
56279,Foundry376_Mailspring_729,0,0,0,1,0,0,0,0,0,0,0,0,0
44079,Foundry376_Mailspring_736,0,0,0,1,0,0,0,0,0,0,0,0,0
10768,Foundry376_Mailspring_747,0,0,0,1,0,0,0,0,0,0,0,0,0
489,Foundry376_Mailspring_751,0,0,0,1,0,0,0,0,0,0,0,0,0
84210,Foundry376_Mailspring_761,0,0,0,1,0,0,0,0,0,0,0,0,0
83077,Foundry376_Mailspring_777,0,0,0,1,0,0,0,0,0,0,0,0,0
11093,Foundry376_Mailspring_784,0,0,0,1,0,0,0,0,0,0,0,0,0
11253,Foundry376_Mailspring_790,0,0,0,1,0,0,0,0,0,0,0,0,0
11417,Foundry376_Mailspring_794,0,0,0,1,0,0,0,0,0,0,0,0,0
8924,Foundry376_Mailspring_800,0,0,0,1,0,0,0,0,0,0,0,0,0
2404,Foundry376_Mailspring_802,0,0,0,1,0,0,0,0,0,0,0,0,0
20219,Foundry376_Mailspring_806,0,0,0,1,0,0,0,0,0,0,0,0,0
74869,Foundry376_Mailspring_820,0,0,0,1,0,0,0,0,0,0,0,0,0
87032,Foundry376_Mailspring_827,0,0,0,1,0,0,0,0,0,0,0,0,0
81488,Foundry376_Mailspring_830,0,0,0,1,0,0,0,0,0,0,0,0,0
74925,Foundry376_Mailspring_834,0,0,0,1,0,0,0,0,0,0,0,0,0
14544,Foundry376_Mailspring_839,0,0,0,1,0,0,0,0,0,0,0,0,0
63543,Foundry376_Mailspring_851,0,0,0,1,0,0,0,0,0,0,0,0,0
41518,Foundry376_Mailspring_858,0,0,0,1,0,0,0,0,0,0,0,0,0
42333,Foundry376_Mailspring_859,0,0,0,1,0,0,0,0,0,0,0,0,0
37073,Foundry376_Mailspring_866,0,0,0,1,0,0,0,0,0,0,0,0,0
46874,Foundry376_Mailspring_868,0,0,0,1,0,0,0,0,0,0,0,0,0
48148,Foundry376_Mailspring_869,0,0,0,1,0,0,0,0,0,0,0,0,0
25652,Foundry376_Mailspring_874,0,0,0,1,0,0,0,0,0,0,0,0,0
47594,Foundry376_Mailspring_882,0,0,0,1,0,0,0,0,0,0,0,0,0
30672,Foundry376_Mailspring_889,0,0,0,1,0,0,0,0,0,0,0,0,0
63898,Foundry376_Mailspring_892,0,0,0,1,0,0,0,0,0,0,0,0,0
64496,Foundry376_Mailspring_893,0,0,0,1,0,0,0,0,0,0,0,0,0
53105,Foundry376_Mailspring_894,0,0,0,1,0,0,0,0,0,0,0,0,0
53151,Foundry376_Mailspring_895,0,0,0,1,0,0,0,0,0,0,0,0,0
47407,Foundry376_Mailspring_897,0,0,0,1,0,0,0,0,0,0,0,0,0
39033,Foundry376_Mailspring_906,0,0,0,1,0,0,0,0,0,0,0,0,0
44870,Foundry376_Mailspring_908,0,0,0,1,0,0,0,0,0,0,0,0,0
22722,Foundry376_Mailspring_915,0,0,0,1,0,0,0,0,0,0,0,0,0
33369,Foundry376_Mailspring_917,0,0,0,1,0,0,0,0,0,0,0,0,0
50018,Foundry376_Mailspring_935,0,0,0,1,0,0,0,0,0,0,0,0,0
55652,Foundry376_Mailspring_936,0,0,0,1,0,0,0,0,0,0,0,0,0
77769,Foundry376_Mailspring_941,0,0,0,1,0,0,0,0,0,0,0,0,0
89115,Foundry376_Mailspring_947,0,0,0,1,0,0,0,0,0,0,0,0,0
11239,Foundry376_Mailspring_948,0,0,0,1,0,0,0,0,0,0,0,0,0
5681,Foundry376_Mailspring_949,0,0,0,1,0,0,0,0,0,0,0,0,0
89092,Foundry376_Mailspring_953,0,0,0,1,0,0,0,0,0,0,0,0,0
72743,Foundry376_Mailspring_954,0,0,0,1,0,0,0,0,0,0,0,0,0
67222,Foundry376_Mailspring_957,0,0,0,1,0,0,0,0,0,0,0,0,0
71355,Foundry376_Mailspring_96,0,0,0,1,0,0,0,0,0,0,0,0,0
78057,Foundry376_Mailspring_969,0,0,0,1,0,0,0,0,0,0,0,0,0
67518,Foundry376_Mailspring_980,0,0,0,1,0,0,0,0,0,0,0,0,0
84005,Foundry376_Mailspring_985,0,0,0,1,0,0,0,0,0,0,0,0,0
5113,Foundry376_Mailspring_988,0,0,0,1,0,0,0,0,0,0,0,0,0
84146,Foundry376_Mailspring_991,0,0,0,1,0,0,0,0,0,0,0,0,0
78455,Foundry376_Mailspring_992,0,0,0,1,0,0,0,0,0,0,0,0,0
12909,HR_Crypter_12,0,0,0,1,0,0,0,0,0,0,0,0,0
84952,HaveAGitGat_HBBatchBeast_14,0,0,0,1,0,0,0,0,0,0,0,0,0
29226,HaveAGitGat_HBBatchBeast_50,0,0,0,1,0,0,0,0,0,0,0,0,0
76709,IrosTheBeggar_mStream_137,0,0,0,1,0,0,0,0,0,0,0,0,0
26286,JumpFm_jumpfm_15,0,0,0,1,0,0,0,0,0,0,0,0,0
1143,KELiON_cerebro_408,0,0,0,1,0,0,0,0,0,0,0,0,0
6142,KELiON_cerebro_43,0,0,0,1,0,0,0,0,0,0,0,0,0
27025,Kong_insomnia_1279,0,0,0,1,0,0,0,0,0,0,0,0,0
13562,Kong_insomnia_1631,0,0,0,1,0,0,0,0,0,0,0,0,0
69669,Kong_insomnia_1831,0,0,0,1,0,0,0,0,0,0,0,0,0
19315,Kong_insomnia_201,0,0,0,1,0,0,0,0,0,0,0,0,0
71381,Kong_insomnia_23,0,0,0,1,0,0,0,0,0,0,0,0,0
43079,Kong_insomnia_920,0,0,0,1,0,0,0,0,0,0,0,0,0
13328,Kong_insomnia_982,0,0,0,1,0,0,0,0,0,0,0,0,0
5897,LiskHQ_lisk-desktop_1203,0,0,0,1,0,0,0,0,0,0,0,0,0
72393,LiskHQ_lisk-desktop_1208,0,0,0,1,0,0,0,0,0,0,0,0,0
16941,LiskHQ_lisk-desktop_1211,0,0,0,1,0,0,0,0,0,0,0,0,0
55643,LiskHQ_lisk-desktop_128,0,0,0,1,0,0,0,0,0,0,0,0,0
55263,LiskHQ_lisk-desktop_1283,0,0,0,1,0,0,0,0,0,0,0,0,0
35948,LiskHQ_lisk-desktop_1339,0,0,0,1,0,0,0,0,0,0,0,0,0
51328,LiskHQ_lisk-desktop_1725,0,0,0,1,0,0,0,0,0,0,0,0,0
78901,LiskHQ_lisk-desktop_1743,0,0,0,1,0,0,0,0,0,0,0,0,0
76748,LiskHQ_lisk-desktop_1784,0,0,0,1,0,0,0,0,0,0,0,0,0
85590,LiskHQ_lisk-desktop_1813,0,0,0,1,0,0,0,0,0,0,0,0,0
14858,LiskHQ_lisk-desktop_1824,0,0,0,1,0,0,0,0,0,0,0,0,0
63389,LiskHQ_lisk-desktop_1870,0,0,0,1,0,0,0,0,0,0,0,0,0
32468,LiskHQ_lisk-desktop_1922,0,0,0,1,0,0,0,0,0,0,0,0,0
39180,LiskHQ_lisk-desktop_2009,0,0,0,1,0,0,0,0,0,0,0,0,0
11156,LiskHQ_lisk-desktop_2051,0,0,0,1,0,0,0,0,0,0,0,0,0
83319,LiskHQ_lisk-desktop_2075,0,0,0,1,0,0,0,0,0,0,0,0,0
