,filename,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13
75499,720kb_ndm_178,0,0,0,0,1,0,0,0,0,0,0,0,0
17988,720kb_ndm_228,0,0,0,0,1,0,0,0,0,0,0,0,0
71356,720kb_ndm_231,0,0,0,0,1,0,0,0,0,0,0,0,0
49127,720kb_ndm_252,0,0,0,0,1,0,0,0,0,0,0,0,0
69779,720kb_ndm_42,0,0,0,0,1,0,0,0,0,0,0,0,0
8587,720kb_ndm_60,0,0,0,0,1,0,0,0,0,0,0,0,0
2713,720kb_ndm_76,0,0,0,0,1,0,0,0,0,0,0,0,0
85905,720kb_ndm_85,0,0,0,0,1,0,0,0,0,0,0,0,0
362,AlduinApp_alduin_122,0,0,0,0,1,0,0,0,0,0,0,0,0
77554,AlduinApp_alduin_129,0,0,0,0,1,0,0,0,0,0,0,0,0
10864,AlduinApp_alduin_134,0,0,0,0,1,0,0,0,0,0,0,0,0
51163,Allow2_Allow2Automate_5,0,0,0,0,1,0,0,0,0,0,0,0,0
13839,AppSaloon_socket.io-tester_42,0,0,0,0,1,0,0,0,0,0,0,0,0
67366,AppSaloon_socket.io-tester_9,0,0,0,0,1,0,0,0,0,0,0,0,0
51506,Atraci_Atraci_15,0,0,0,0,1,0,0,0,0,0,0,0,0
41423,Atraci_Atraci_188,0,0,0,0,1,0,0,0,0,0,0,0,0
43654,Atraci_Atraci_200,0,0,0,0,1,0,0,0,0,0,0,0,0
68252,Atraci_Atraci_246,0,0,0,0,1,0,0,0,0,0,0,0,0
23458,Atraci_Atraci_37,0,0,0,0,1,0,0,0,0,0,0,0,0
31577,Automattic_simplenote-electron_1026,0,0,0,0,1,0,0,0,0,0,0,0,0
58472,Automattic_simplenote-electron_114,0,0,0,0,1,0,0,0,0,0,0,0,0
58717,Automattic_simplenote-electron_115,0,0,0,0,1,0,0,0,0,0,0,0,0
58744,Automattic_simplenote-electron_1228,0,0,0,0,1,0,0,0,0,0,0,0,0
58437,Automattic_simplenote-electron_1229,0,0,0,0,1,0,0,0,0,0,0,0,0
19977,Automattic_simplenote-electron_1241,0,0,0,0,1,0,0,0,0,0,0,0,0
8533,Automattic_simplenote-electron_1247,0,0,0,0,1,0,0,0,0,0,0,0,0
13433,Automattic_simplenote-electron_1294,0,0,0,0,1,0,0,0,0,0,0,0,0
30547,Automattic_simplenote-electron_130,0,0,0,0,1,0,0,0,0,0,0,0,0
39101,Automattic_simplenote-electron_1396,0,0,0,0,1,0,0,0,0,0,0,0,0
